"GeneID"	"D.RM1_1"	"D.RM1_2"	"D.RM1_3"	"RM1_1"	"RM1_2"	"RM1_3"	"R.RM1_1"	"R.RM1_2"	"R.RM1_3"	"geneName"	"geneType"
"ENSMUSG00000082128.1"	9.21	1.16	1.16	1.07	1.61	0	0	2.03	6.95	"Gm11824"	"processed_pseudogene"
"ENSMUSG00000082129.1"	0	0	0	0	0	0	0	0	0	"Gm14502"	"unprocessed_pseudogene"
"ENSMUSG00000082130.1"	0	0	1	3	13	0	0	0	0	"Gm15799"	"processed_pseudogene"
"ENSMUSG00000082132.1"	0	1	0	0	0	0	0	0	1	"Gm13541"	"processed_pseudogene"
"ENSMUSG00000082134.1"	0	0	1	1	0	0	0	0	0	"Gm15236"	"processed_pseudogene"
"ENSMUSG00000082135.1"	1	0	3	0	0	0	0	0	4	"Gm14988"	"processed_pseudogene"
"ENSMUSG00000082136.1"	1	7	0	0	0	0	0	3	0	"Gm15660"	"processed_pseudogene"
"ENSMUSG00000082138.1"	0	0	2	0	0	1	0	0	0	"Gm11905"	"processed_pseudogene"
"ENSMUSG00000082139.1"	0	0	0	0	0	0	0	0	0	"Gm16463"	"processed_pseudogene"
"ENSMUSG00000082140.1"	4	0	2	0	0	0	3	0	4	"Gm13094"	"processed_pseudogene"
"ENSMUSG00000082141.1"	0	0	0	0	0	0	0	0	0	"Gm11212"	"unprocessed_pseudogene"
"ENSMUSG00000082142.1"	0	0	0	0	0	0	0	0	0	"Gm13518"	"processed_pseudogene"
"ENSMUSG00000082143.1"	1	0	5	0	0	1	0	0	2	"Gm12864"	"processed_pseudogene"
"ENSMUSG00000082144.1"	0	4	0	0	0	0	0	0	0	"Gm12788"	"processed_pseudogene"
"ENSMUSG00000082145.1"	1	4	0	3	0	4.02	1.01	0	0	"Gm12312"	"processed_pseudogene"
"ENSMUSG00000082146.1"	0	0	0	0	0	0	0	0	0	"Rpl23a-ps13"	"processed_pseudogene"
"ENSMUSG00000082147.1"	0	0	2	0	0	0	0	0	0	"Gm14570"	"processed_pseudogene"
"ENSMUSG00000082148.1"	0	0	2	0	0	4	0	0	0	"Gm12266"	"processed_pseudogene"
"ENSMUSG00000082149.1"	1	3	3	0	6	1	0	0	0	"Gm13002"	"processed_pseudogene"
"ENSMUSG00000082151.3"	0	0	2	0	0	0	0	0	0	"Gm11810"	"processed_pseudogene"
"ENSMUSG00000082152.1"	3	6	1	3	0	0	0	0	0	"Gm13655"	"processed_pseudogene"
"ENSMUSG00000082154.1"	54.1	28.64	2.02	39.4	30.09	8.26	66.53	77.25	38.67	"Gm16464"	"processed_pseudogene"
"ENSMUSG00000082155.1"	1	0	0	0	0	0	0	0	2	"Gm7164"	"processed_pseudogene"
"ENSMUSG00000082156.1"	3	11	0	0	0	0	0	0	0	"Gm12008"	"processed_pseudogene"
"ENSMUSG00000082157.1"	0	0	0	0	0	0	0	0	0	"Gm12038"	"processed_pseudogene"
"ENSMUSG00000082158.1"	3	2	4	0	0	0	0	0	0	"Gm14116"	"processed_pseudogene"
"ENSMUSG00000082159.2"	0	0	0	0	0	0	0	0	0	"Gm7910"	"processed_pseudogene"
"ENSMUSG00000082160.1"	0	0.57	0	0	0	0	0	0	0	"Gm11578"	"processed_pseudogene"
"ENSMUSG00000082161.1"	2	2	7	1	0	0	0	0	0	"Gm11350"	"processed_pseudogene"
"ENSMUSG00000082162.1"	1	0	0	0	0	0	0	0	0	"Gm14701"	"processed_pseudogene"
"ENSMUSG00000082163.2"	46	16	10	116	140	103	109	156	98	"Gm14276"	"processed_pseudogene"
"ENSMUSG00000082164.1"	1	0	4	0	0	0	0	0	0	"Gm13360"	"processed_pseudogene"
"ENSMUSG00000082165.1"	7	9	2	0	12	2	0	0	0	"Gm7091"	"processed_pseudogene"
"ENSMUSG00000082167.1"	2.45	0	0	0	0	0	0	0	0	"Gm14360"	"processed_pseudogene"
"ENSMUSG00000082168.1"	0	0	0	0	0	0	0	0	0	"Gm14656"	"processed_pseudogene"
"ENSMUSG00000082169.1"	0	0	1	0	0	0	0	0	0	"Gm12369"	"processed_pseudogene"
"ENSMUSG00000082170.1"	9	13.93	20.35	0	0	0	0	0	0	"Gm8617"	"processed_pseudogene"
"ENSMUSG00000082171.1"	0	0	0	0	0	0	0	0	0	"Rpl27-ps2"	"processed_pseudogene"
"ENSMUSG00000082172.1"	0	0	1	0	0	0	0	0	0	"Gm14835"	"processed_pseudogene"
"ENSMUSG00000082173.1"	0	0	0	0	0	0	0	0	0	"Mup-ps10"	"unprocessed_pseudogene"
"ENSMUSG00000082174.1"	0	0	1	0	0	0	0	0	0	"Gm14877"	"processed_pseudogene"
"ENSMUSG00000082175.1"	0	0	3	0	0	0	0	0	0	"Gm14563"	"processed_pseudogene"
"ENSMUSG00000082176.1"	3	16	5.24	0	0	0	0	0	0	"Gm13163"	"processed_pseudogene"
"ENSMUSG00000082177.2"	0	0	5	0	0	0	0	0	0	"Gm16005"	"processed_pseudogene"
"ENSMUSG00000082178.1"	0	0	3	0	0	0	0	0	2	"Gm11307"	"processed_pseudogene"
"ENSMUSG00000082179.1"	0	8	2	0	0	0	0	0	0	"Gm11407"	"processed_pseudogene"
"ENSMUSG00000082180.1"	2	8	1	0	0	0	0	0	0	"Gm12230"	"processed_pseudogene"
"ENSMUSG00000082181.1"	0	1	0	0	0	0	0	0	0	"Gm12252"	"processed_pseudogene"
"ENSMUSG00000082183.1"	0	0	1	0	0	0	0	0	0	"Gm15994"	"processed_pseudogene"
"ENSMUSG00000082185.1"	2.13	0	7.34	4.15	2.09	1.04	1.03	4.14	9.26	"Gm12428"	"processed_pseudogene"
"ENSMUSG00000082186.2"	22	25	6	15.95	6	5	8	7	10	"Gm12403"	"processed_pseudogene"
"ENSMUSG00000082187.1"	0	4	7	0	2	0	0	0	2	"Gm13670"	"processed_pseudogene"
"ENSMUSG00000082188.1"	0	0	0	0	0	0	0	0	0	"Gm2768"	"unprocessed_pseudogene"
"ENSMUSG00000082189.1"	0	1.01	4	0	0	2	1	5	5	"Gm4784"	"processed_pseudogene"
"ENSMUSG00000082190.1"	0	0	1	0	1.21	3.48	0	0	0	"Gm13641"	"processed_pseudogene"
"ENSMUSG00000082191.1"	0	0	0	0	0	0	0	0	0	"Gm5166"	"unprocessed_pseudogene"
"ENSMUSG00000082192.2"	0	0	0	2.13	0	0	1	0	2	"Gm14719"	"processed_pseudogene"
"ENSMUSG00000082193.1"	6.36	23.66	15.36	2.01	4.55	16.09	9.28	11.89	13.78	"Rpl5-ps1"	"processed_pseudogene"
"ENSMUSG00000082194.3"	0	0	4	2.01	6.17	1.02	9.13	1.02	2.01	"Gm12444"	"processed_pseudogene"
"ENSMUSG00000082195.3"	8.74	26.3	39.83	14.28	26.82	36.2	28.47	21.07	16.13	"Gm13034"	"processed_pseudogene"
"ENSMUSG00000082196.3"	0	0	3	0	1	3	2	2	1	"Gm14231"	"processed_pseudogene"
"ENSMUSG00000082197.1"	3.01	4	3	0	1	0	0	0	0	"Gm8577"	"processed_pseudogene"
"ENSMUSG00000082198.1"	6	6	14	0	0	0	3	0	0	"Gm14504"	"processed_pseudogene"
"ENSMUSG00000082199.1"	0	0	0	0	0	0	0	0	0	"Gm15763"	"processed_pseudogene"
"ENSMUSG00000082200.1"	0	0	5	0	0	0	0	0	0	"Gm12871"	"processed_pseudogene"
"ENSMUSG00000082202.3"	1	0	0	0	0	0	0	0	0	"Gm4910"	"processed_pseudogene"
"ENSMUSG00000082203.1"	2	0	0	0	0	2	0	0	2	"Gm15636"	"processed_pseudogene"
"ENSMUSG00000082204.2"	0	0	0	2	0	0	0	0	0	"Gm7722"	"unprocessed_pseudogene"
"ENSMUSG00000082205.1"	0	5	0	0	0	0	4	0	0	"Gm7058"	"processed_pseudogene"
"ENSMUSG00000082207.1"	0	0	1	0	0	5	0	0	4	"Gm12998"	"processed_pseudogene"
"ENSMUSG00000082208.1"	0	0	2	7	2	0	0	11	2	"Gm15379"	"processed_pseudogene"
"ENSMUSG00000082210.1"	0	12	0	0	1	0	0	0	0	"Gm14382"	"processed_pseudogene"
"ENSMUSG00000082211.3"	0	0	0	0	0	0	0	0	0	"Defa27"	"protein_coding"
"ENSMUSG00000082212.1"	0	7	8	1	0	0	1	0	0	"Gm15826"	"processed_pseudogene"
"ENSMUSG00000082213.1"	0	0	1	0	0	0	0	0	0	"Gm12102"	"processed_pseudogene"
"ENSMUSG00000082214.1"	4.48	0	0.31	8.5	0	0	0	0	0	"Gm15009"	"transcribed_processed_pseudogene"
"ENSMUSG00000082215.3"	2	7	8	0	0	2	0	0	0	"Gm14314"	"processed_pseudogene"
"ENSMUSG00000082216.4"	5	7	3	0	0	0	0	0	0	"Olfr271-ps1"	"polymorphic_pseudogene"
"ENSMUSG00000082217.1"	3	1	1	0	0	0	0	4	1	"Gm1401"	"processed_pseudogene"
"ENSMUSG00000082218.1"	1	0	1	0	0	3	0	0	2	"Gm13602"	"processed_pseudogene"
"ENSMUSG00000082220.3"	0	0	0	0	0	0	0	0	0	"Gm12943"	"processed_pseudogene"
"ENSMUSG00000082222.1"	0	0	0	0	0	0	0	0	0	"Gm14865"	"processed_pseudogene"
"ENSMUSG00000082223.1"	0	0	0	0	0	0	0	0	0	"Gm15079"	"processed_pseudogene"
"ENSMUSG00000082225.1"	0	10	0	0	0	0	0	0	0	"Gm13728"	"processed_pseudogene"
"ENSMUSG00000082226.3"	0	4	0	0	0	0	0	0	1	"Gm715"	"processed_pseudogene"
"ENSMUSG00000082227.4"	0	0	2	0	0	0	0	0	0	"Olfr1144-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082228.1"	1	0	3	0	0	0	0	0	0	"Gm8344"	"processed_pseudogene"
"ENSMUSG00000082229.1"	39	39	16	6	3	8	3	7	21	"Nap1l2"	"protein_coding"
"ENSMUSG00000082233.2"	7	0	2	0	2	1	1	0	1.05	"Gm6506"	"processed_pseudogene"
"ENSMUSG00000082234.1"	2	0	0	0	0	0	0	0	0	"Gm16221"	"processed_pseudogene"
"ENSMUSG00000082235.3"	4	5	14	0	0	3	0	0	2	"Gm13326"	"processed_pseudogene"
"ENSMUSG00000082236.1"	0	0	1	0	0	0	0	0	0	"Gm11355"	"processed_pseudogene"
"ENSMUSG00000082237.2"	0	0	0	0	0	0	0	0	0	"Olfr1172-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082238.1"	0	3	10	0	0	0	0	0	0	"Gm12383"	"processed_pseudogene"
"ENSMUSG00000082239.1"	3	8	7	1	0	6	0	0	0	"Gm14234"	"processed_pseudogene"
"ENSMUSG00000082240.1"	3	0	1	0	0	0	0	0	1	"Gm14380"	"processed_pseudogene"
"ENSMUSG00000082241.4"	1	0	0	0	0	0	0	0	0	"Gng5-ps"	"processed_pseudogene"
"ENSMUSG00000082242.1"	0	0	1	0	0	0	0	0	0	"Gm12443"	"processed_pseudogene"
"ENSMUSG00000082243.1"	0	0	0	0	0	0	0	0	1	"Gm3810"	"processed_pseudogene"
"ENSMUSG00000082244.1"	0	0	0	0	5.01	0	0	0	1	"Gm8503"	"processed_pseudogene"
"ENSMUSG00000082245.1"	5	4.87	6	0	2	0	0	1	2.87	"Gm6292"	"processed_pseudogene"
"ENSMUSG00000082246.1"	3.39	3	1	0	0	0	0	0	0	"Gm13047"	"processed_pseudogene"
"ENSMUSG00000082247.1"	6	15	9	14	10	0	5	4	1	"Gm16074"	"processed_pseudogene"
"ENSMUSG00000082248.1"	2.01	1.01	2.29	3	0	0	4	3	0	"Gm13161"	"processed_pseudogene"
"ENSMUSG00000082249.1"	1	0	4	0	0	0	0	0	1	"Gm12997"	"processed_pseudogene"
"ENSMUSG00000082250.1"	0	0	1	0	0	0	0	0	0	"Gm12181"	"processed_pseudogene"
"ENSMUSG00000082251.1"	0	0	0	0	0	0	0	0	0	"Gm13438"	"processed_pseudogene"
"ENSMUSG00000082252.1"	0	0	0	0	0	0	0	0	0	"Gm11204"	"processed_pseudogene"
"ENSMUSG00000082253.3"	10	1	7	0	0	5.01	0	1.06	0	"Gm14639"	"processed_pseudogene"
"ENSMUSG00000082254.1"	2	7	1	0	0	0	0	0	0	"Gm11922"	"processed_pseudogene"
"ENSMUSG00000082255.1"	0	4	0	0	0	0	0	0	0	"Gm11822"	"processed_pseudogene"
"ENSMUSG00000082256.1"	0	2	2	0	0	0	0	0	0	"Gm12287"	"processed_pseudogene"
"ENSMUSG00000082258.1"	0	0	0	0	0	0	0	0	0	"Gm15289"	"processed_pseudogene"
"ENSMUSG00000082259.1"	0	0	0	0	0	0	0	0	0	"Gm13808"	"processed_pseudogene"
"ENSMUSG00000082260.3"	0	5	0	1.56	2.05	0	1	4.06	0	"Gm7429"	"processed_pseudogene"
"ENSMUSG00000082261.1"	2	0	3	0	0	0	0	0	0	"Gm14999"	"processed_pseudogene"
"ENSMUSG00000082262.1"	2.16	2.1	4.23	1.06	2.51	0	0	0	2.79	"Gm14730"	"processed_pseudogene"
"ENSMUSG00000082263.1"	0	0	3	0	0	0	0	0	0	"Gm11188"	"processed_pseudogene"
"ENSMUSG00000082264.1"	17.73	14.94	10.43	10.91	26.65	25.51	16.63	13.68	7.38	"Gm12799"	"processed_pseudogene"
"ENSMUSG00000082265.1"	0	0	4	15	4	0	0	4	0	"Gm15547"	"processed_pseudogene"
"ENSMUSG00000082266.1"	0	0	2	0	0	0	0	0	1	"Gm12303"	"processed_pseudogene"
"ENSMUSG00000082267.1"	0	1	2	0	0	0	0	0	0	"Gm12467"	"processed_pseudogene"
"ENSMUSG00000082268.1"	0	0	0	0	0	0	0	0	0	"Vmn1r-ps120"	"unprocessed_pseudogene"
"ENSMUSG00000082269.1"	0	0	6	0	0	0	0	0	0	"Gm14676"	"processed_pseudogene"
"ENSMUSG00000082270.1"	0	0	1	0	0	0	0	0	0	"Gm14375"	"processed_pseudogene"
"ENSMUSG00000082271.1"	0	0	2	0	0	5	0	0	0	"Gm12217"	"processed_pseudogene"
"ENSMUSG00000082272.1"	5	7	3	0	1	2	0	0	3	"Gm11675"	"processed_pseudogene"
"ENSMUSG00000082274.1"	16.04	9.11	20.63	3.08	7.1	2.03	7.12	9.14	9.17	"Gm14026"	"processed_pseudogene"
"ENSMUSG00000082275.1"	1	1	2	0	0	0	0	0	0	"Gm14854"	"processed_pseudogene"
"ENSMUSG00000082276.1"	0	0	0	0	0	0	0	0	0	"Gm13885"	"processed_pseudogene"
"ENSMUSG00000082277.2"	1	0	13	0	0	0	0	0	1	"Gm15807"	"processed_pseudogene"
"ENSMUSG00000082278.1"	0	0	0	0	0	0	0	0	0	"Gm13471"	"processed_pseudogene"
"ENSMUSG00000082279.1"	7	9	4	0	5	0	1	3	0	"Gm12870"	"processed_pseudogene"
"ENSMUSG00000082280.4"	4	13.61	19	1	7	10.19	0	1.06	9	"Gm5847"	"processed_pseudogene"
"ENSMUSG00000082281.1"	9	2	5	0	0	0	0	0	2	"Gm4886"	"processed_pseudogene"
"ENSMUSG00000082283.1"	0	4	0	0	0	0	0	0	0	"Gm14472"	"processed_pseudogene"
"ENSMUSG00000082284.1"	3.01	0	0	2.39	0	3.48	0	0	1.06	"H3f3a-ps1"	"processed_pseudogene"
"ENSMUSG00000082285.1"	0	0	0	0	0	0	0	0	0	"Gm14069"	"unprocessed_pseudogene"
"ENSMUSG00000082286.10"	445.23	287.25	103	197.83	153.04	140.45	216.39	258.08	154.39	"Pisd-ps1"	"transcribed_unprocessed_pseudogene"
"ENSMUSG00000082287.1"	4	0	1	0	0	0	0	0	0	"Gm15333"	"processed_pseudogene"
"ENSMUSG00000082288.1"	0	0	2	0	0	0	0	0	3	"Gm14755"	"processed_pseudogene"
"ENSMUSG00000082289.1"	0	0	8	0	0	0	0	0	2	"Gm15596"	"processed_pseudogene"
"ENSMUSG00000082291.1"	0	0	3	0	0	0	0	0	0	"Gm5762"	"processed_pseudogene"
"ENSMUSG00000082292.3"	134	65	26	1	6	0	13	9	20	"Gm12250"	"processed_pseudogene"
"ENSMUSG00000082294.2"	0	0	1	0	0	0	0	4	0	"Gm12072"	"processed_pseudogene"
"ENSMUSG00000082295.1"	0	20	4	0	0	0	0	0	0	"Gm12133"	"processed_pseudogene"
"ENSMUSG00000082296.1"	0	0	0	0	2	0	0	0	0	"Gm11450"	"processed_pseudogene"
"ENSMUSG00000082297.2"	0	0	0	0	0	0	0	0	0	"Rhox3d-ps"	"unprocessed_pseudogene"
"ENSMUSG00000082301.1"	1	2	2	0	0	0	0	0	0	"Gm14032"	"processed_pseudogene"
"ENSMUSG00000082302.1"	8	3	2	0	0	0	0	0	5	"Gm12385"	"processed_pseudogene"
"ENSMUSG00000082303.1"	2	0	1	0	0	6	0	0	0	"Gm13633"	"processed_pseudogene"
"ENSMUSG00000082304.1"	3	2	2	1	0	0	0	1	0	"Gm11198"	"processed_pseudogene"
"ENSMUSG00000082305.4"	0	0	0	0	0	0	1	0	2	"Gm2420"	"transcribed_unprocessed_pseudogene"
"ENSMUSG00000082306.2"	0	0	2	0	0	0	0	0	0	"Gm11358"	"unprocessed_pseudogene"
"ENSMUSG00000082307.3"	3	11	8	0	0	0	2	0	0	"Gm13418"	"processed_pseudogene"
"ENSMUSG00000082308.1"	0	12	4	1	2	3	0	0	3	"Gm15770"	"processed_pseudogene"
"ENSMUSG00000082309.3"	0	7	4	0	0	0	0	0	2	"Gm12123"	"processed_pseudogene"
"ENSMUSG00000082310.1"	6	2	20	0	0	0	0	0	0	"Gm12904"	"processed_pseudogene"
"ENSMUSG00000082311.1"	0	0	2	0	0	0	0	0	0	"Gm14791"	"processed_pseudogene"
"ENSMUSG00000082312.1"	3	4	3	0	0	0	0	0	0	"Gm11996"	"processed_pseudogene"
"ENSMUSG00000082313.1"	6	22	6	1	2	0	0	0	4	"Gm11701"	"processed_pseudogene"
"ENSMUSG00000082314.2"	5	0	6	0	0	0	0	0	1	"Gm13296"	"processed_pseudogene"
"ENSMUSG00000082315.2"	21	37	30	32	6	16	6	6	16	"Gm16523"	"transcribed_processed_pseudogene"
"ENSMUSG00000082316.4"	14.72	11	33.56	0	2	0	0	0	5	"Vmn1r221"	"protein_coding"
"ENSMUSG00000082317.2"	0	3	0	0	0	0	0	0	0	"Gm14933"	"processed_pseudogene"
"ENSMUSG00000082318.3"	4	0	3	0	0	0	0	0	0	"Gm14162"	"processed_pseudogene"
"ENSMUSG00000082319.3"	14.84	17.72	9.57	18.61	26.58	28.95	36.41	31.34	14.2	"Gm8822"	"processed_pseudogene"
"ENSMUSG00000082320.1"	2	0	1	2.01	0	0	0	0	0	"Gm11877"	"processed_pseudogene"
"ENSMUSG00000082321.3"	5.57	1.11	3	1.03	2.12	3.08	3.11	9.16	7.54	"Gm14253"	"processed_pseudogene"
"ENSMUSG00000082322.2"	11	0	11	1	1	17	4	0	3	"Gm9164"	"processed_pseudogene"
"ENSMUSG00000082323.2"	3.51	5.88	2.29	0	0	0	0	0	1.18	"Gm15314"	"processed_pseudogene"
"ENSMUSG00000082324.1"	5	6	5	0	0	0	0	0	0	"Gm14615"	"processed_pseudogene"
"ENSMUSG00000082325.1"	2	1	6	5	1	9	0	1	2	"Gm12642"	"processed_pseudogene"
"ENSMUSG00000082326.1"	0	0	1	0	0	0	0	0	0	"Gm14366"	"processed_pseudogene"
"ENSMUSG00000082327.1"	0	0	0	0	0	0	0	0	0	"Gm13801"	"processed_pseudogene"
"ENSMUSG00000082328.1"	1.01	0	5.02	1.1	2.34	1	0	2.17	1.04	"Gm13921"	"processed_pseudogene"
"ENSMUSG00000082329.1"	0	0	0	0	0	0	0	0	0	"Gm14287"	"processed_pseudogene"
"ENSMUSG00000082330.1"	9	2	9	1	0	8	0	0	5	"Ldha-ps"	"processed_pseudogene"
"ENSMUSG00000082332.2"	0	3	13	1	0	0	1	0	0	"Gm13384"	"processed_pseudogene"
"ENSMUSG00000082333.1"	0	4	5	0	0	0	0	0	2	"Gm11984"	"processed_pseudogene"
"ENSMUSG00000082334.1"	3.81	7.45	0	0	0	0	0	0	0	"Gm13244"	"processed_pseudogene"
"ENSMUSG00000082336.1"	8	1	1.36	1	0	4	1	1	1	"Gm8401"	"processed_pseudogene"
"ENSMUSG00000082337.1"	2	0	0	0	0	0	0	0	0	"Gm14723"	"processed_pseudogene"
"ENSMUSG00000082338.1"	1	13	5	4	0	0	0	0	0	"Gm12327"	"unprocessed_pseudogene"
"ENSMUSG00000082339.1"	5	0	3	0	0	0	0	0	7	"Gm14028"	"processed_pseudogene"
"ENSMUSG00000082340.1"	4	1	0	0	0	0	0	0	0	"Gm11321"	"unprocessed_pseudogene"
"ENSMUSG00000082341.1"	1	0	3	0	0	0	0	0	0	"Gm14143"	"processed_pseudogene"
"ENSMUSG00000082342.1"	4	5	10	1	0	0	1	0	0	"Gm5395"	"processed_pseudogene"
"ENSMUSG00000082343.1"	0	7.93	8.29	0	0	0	1	3	0	"Gm14404"	"unprocessed_pseudogene"
"ENSMUSG00000082344.1"	0	0	0	0	0	0	0	0	0	"4930415H17Rik"	"unprocessed_pseudogene"
"ENSMUSG00000082345.1"	0	0	1	0	0	0	0	0	0	"Gm13622"	"processed_pseudogene"
"ENSMUSG00000082346.1"	0	0	0	0	0	0	0	0	0	"Gm6952"	"processed_pseudogene"
"ENSMUSG00000082347.1"	0	6	0	0	0	0	0	0	0	"Gm15036"	"processed_pseudogene"
"ENSMUSG00000082348.1"	0	4	0	0	0	0	3	0	0	"Gm12807"	"processed_pseudogene"
"ENSMUSG00000082350.1"	1	0	0	0	0	0	0	0	0	"Gm14008"	"processed_pseudogene"
"ENSMUSG00000082351.1"	4	4	0	0	0	2	0	0	0	"Gm11260"	"processed_pseudogene"
"ENSMUSG00000082352.1"	7	6	2	0	0	0	0	0	0	"Gm13228"	"processed_pseudogene"
"ENSMUSG00000082353.1"	2	0	0	0	0	0	0	0	0	"Vmn1r-ps1"	"processed_pseudogene"
"ENSMUSG00000082354.1"	1	0	3	2	0	0	1	5	1	"Gm378"	"processed_pseudogene"
"ENSMUSG00000082356.1"	0	0	2	0	0	0	0	0	0	"Gm15565"	"processed_pseudogene"
"ENSMUSG00000082357.1"	4	2	5	0	3	0	0	0	0	"Gm13542"	"processed_pseudogene"
"ENSMUSG00000082358.1"	0	0	0	0	0	0	0	0	0	"Gm14990"	"processed_pseudogene"
"ENSMUSG00000082359.1"	0	0	4	0	0	0	0	0	0	"Gm11908"	"processed_pseudogene"
"ENSMUSG00000082360.1"	2	8	4	0	0	0	0	0	0	"Gm8814"	"processed_pseudogene"
"ENSMUSG00000082361.6"	21	37	29	2	8	12	11	23	11	"Btc"	"protein_coding"
"ENSMUSG00000082362.1"	2	5	3	1	0	5	0	0	0	"Gm5187"	"processed_pseudogene"
"ENSMUSG00000082363.1"	0	0	0	0	0	0	0	0	0	"Mup-ps18"	"unprocessed_pseudogene"
"ENSMUSG00000082364.1"	0	0	0	0	0	0	0	0	0	"Gm11955"	"processed_pseudogene"
"ENSMUSG00000082365.2"	0	1	6	0	0	0	0	0	5	"Gm15754"	"transcribed_processed_pseudogene"
"ENSMUSG00000082367.1"	0	0	1	0	0	0	0	0	0	"Gm12363"	"processed_pseudogene"
"ENSMUSG00000082368.1"	0	0	9	0	0	0	0	0	1	"Gm11225"	"processed_pseudogene"
"ENSMUSG00000082369.1"	0	1	1	0	0	0	0	0	1	"Gm14208"	"processed_pseudogene"
"ENSMUSG00000082370.1"	1	0	0	0	0	0	0	0	0	"Gm12313"	"processed_pseudogene"
"ENSMUSG00000082371.1"	5	6	11	0	0	2	0	0	0	"Gm3712"	"processed_pseudogene"
"ENSMUSG00000082372.1"	0	1	0	1	0	0	0	0	0	"Gm4772"	"processed_pseudogene"
"ENSMUSG00000082373.2"	0	4	1	0	0	0	0	0	0	"Gm13754"	"unitary_pseudogene"
"ENSMUSG00000082374.1"	0	0	3	0	0	0	0	0	0	"Gm12741"	"processed_pseudogene"
"ENSMUSG00000082375.1"	1	2	1	0	0	0	0	0	0	"Gm14141"	"processed_pseudogene"
"ENSMUSG00000082376.1"	5.19	0	11.84	0	0	0	0	0	1.86	"Gm14442"	"unprocessed_pseudogene"
"ENSMUSG00000082377.1"	9.24	0	5.56	0	0	0	1	0	4	"Gm14415"	"unprocessed_pseudogene"
"ENSMUSG00000082378.2"	0	12	10	0	0	0	0	0	5	"Olfr408-ps1"	"unprocessed_pseudogene"
"ENSMUSG00000082379.1"	5	0	3	0	0	0	0	0	0	"Gm13884"	"processed_pseudogene"
"ENSMUSG00000082380.1"	0	0	0	0	0	0	0	0	2	"Gm12218"	"processed_pseudogene"
"ENSMUSG00000082381.1"	44.36	26.25	5.83	78.31	77.35	23.02	37.64	53.41	13.01	"Gm12928"	"processed_pseudogene"
"ENSMUSG00000082382.1"	2.47	5.71	0	0.46	1.23	2.33	0	1.15	2.34	"Gm14970"	"processed_pseudogene"
"ENSMUSG00000082383.2"	0	0	0	4	3	0	4	2	3	"Gm9670"	"transcribed_processed_pseudogene"
"ENSMUSG00000082388.1"	8	0	4	0	0	0	0	0	0	"Gm12692"	"processed_pseudogene"
"ENSMUSG00000082389.2"	3	15	7	0	0	0	0	0	1	"Mkrn1-ps1"	"processed_pseudogene"
"ENSMUSG00000082390.1"	9	6	8	0	0	0	0	0	0	"Gm12136"	"processed_pseudogene"
"ENSMUSG00000082392.1"	0	9	1	0	0	0	0	0	0	"Gm14938"	"processed_pseudogene"
"ENSMUSG00000082393.2"	0	2	0	0	0	0	0	0	0	"Gm15028"	"processed_pseudogene"
"ENSMUSG00000082394.1"	5.57	6	2	3.64	17.19	12.59	19.15	32.75	11.44	"Gm4596"	"processed_pseudogene"
"ENSMUSG00000082395.1"	3	7	2	0	0	0	0	0	0	"Gm15480"	"processed_pseudogene"
"ENSMUSG00000082396.4"	2	2	5	2	0	0	0	2	0	"Zfp389"	"transcribed_processed_pseudogene"
"ENSMUSG00000082397.1"	0	0	0	0	0	0	0	0	0	"Gm14803"	"processed_pseudogene"
"ENSMUSG00000082398.1"	0	6	1	0	0	0	0	0	0	"Gm11927"	"processed_pseudogene"
"ENSMUSG00000082399.1"	24.21	0	5.95	4.46	3.6	2.88	2.31	2.34	3.27	"Gm14036"	"processed_pseudogene"
"ENSMUSG00000082400.1"	0	0	0	0	0	0	0	0	0	"Gm16017"	"processed_pseudogene"
"ENSMUSG00000082402.1"	0	0	1	0	0	0	0	0	0	"Gm15621"	"processed_pseudogene"
"ENSMUSG00000082403.1"	0	0	0	0	0	0	0	0	0	"Gm14916"	"processed_pseudogene"
"ENSMUSG00000082404.1"	0	4	0	0	0	0	0	0	0	"Gm14799"	"processed_pseudogene"
"ENSMUSG00000082405.1"	0	0	0	0	0	0	0	0	0	"Gm16021"	"processed_pseudogene"
"ENSMUSG00000082406.1"	0	0	0	0	0	0	0	0	0	"Gm5401"	"processed_pseudogene"
"ENSMUSG00000082407.1"	2	0	1	0	0	0	0	0	0	"Gm13045"	"unprocessed_pseudogene"
"ENSMUSG00000082408.1"	3	0	0	0	0	0	0	0	0	"Gm13545"	"processed_pseudogene"
"ENSMUSG00000082410.1"	3	7	8	0	0	0	0	0	0	"Gm12011"	"processed_pseudogene"
"ENSMUSG00000082411.1"	0	0	0	0	0	0	0	0	0	"Gm12016"	"processed_pseudogene"
"ENSMUSG00000082412.1"	0	0	0	0	0	0	0	0	0	"Fau-ps1"	"processed_pseudogene"
"ENSMUSG00000082413.1"	0	0	1	0	0	0	0	0	0	"Gm13401"	"processed_pseudogene"
"ENSMUSG00000082414.1"	0	0	0	0	0	0	0	0	0	"Gm13303"	"unprocessed_pseudogene"
"ENSMUSG00000082415.1"	4	3	1	0	0	0	0	0	0	"Gm12486"	"processed_pseudogene"
"ENSMUSG00000082416.1"	0	0	0	0	0	0	0	0	0	"Gm11414"	"processed_pseudogene"
